商品长编码,体积（立方米）(WMS),商品名称,商品类型,商品剂型,规格,单位,装箱数,珠海仓码托数
F.A.36.FA36014,0,TheNorthFace北面户外背包,促销物料,,3KV9 5YG/灰色 27升 495*330*222mm,个,1,1
D.B.01.DB01996,0,天然博士（96盒）通用纸箱,产品,,长460*宽433*高132mm,个,1,
F.A.36.FA36006,0,全面时代洗脸巾,促销物料,,全棉时代 洗脸巾 一次性擦脸巾加厚纯棉柔巾可代替毛巾洗脸蓬松平纹款旅行毛巾 20CM*23CM 20片*1包,个,1,1
D.A.02.DA02271-03,0,汤臣倍健健力多II型胶原软骨加钙压片糖果电商装铝箔袋,产品,其他,400mg/片*6片/板*1板/袋 ,个,1,
F.A.36.FA36000,0.006498,胖虎新年款之4.5寸碗-财源滚滚,促销物料,,直径：11.3cm 高：6cm,个,21,21
D.A.04.DA04463,0,汤臣倍健健力多70天关爱升级装内托（三孔装）,产品,,3孔,个,1,
F.A.36.FA36013,0,小度添添智能健身镜【旗舰版】,促销物料,,旗舰版,个,1,1
D.A.03.DA03877-03,0,汤臣倍健健力多II型胶原软骨加钙压片糖果电商装（30片）-彩盒,产品,其他,400mg/片*6片/板*1板/袋*5袋/盒,个,1,
E.A.14.01.EA140101-06,0,汤臣倍健健视佳越橘叶黄素酯β-胡萝卜素软胶囊（30粒）-电商专供装标签,产品,其他,150ml瓶瓶签,张,1,
F.A.36.FA36001,0.003877,胖虎新年款之甜点盘-恭喜发财,促销物料,,直径：19.8cm 高：2cm,个,20,21
F.A.36.FA36007,0,太空舱暖手宝,促销物料,,迷你USB暖手宝女充电式两用随身小暖宝宝手握电暖宝学生冬季便携,个,1,1
F.A.36.FA36008,0,九阳养生壶,促销物料,,九阳养生壶办公室小型全自动加厚玻璃养身家用多功能煮茶壶温奶器,个,1,1
D.B.01.DB01993,0,每日每加蓝莓吸吸果冻（蓝莓味）纸箱,产品,,351mm*222mm*284mm,个,1,
D.B.01.DB01994,0,每日每加胶原蛋白肽吸吸果冻（白桃乌龙茶味）纸箱,产品,,351mm*222mm*284mm ,个,1,
D.A.05.DA05230,0,汤臣倍健钙维生素D维生素K软胶囊（60粒)-彩盒,产品,,-  ,个,1,
D.B.01.DB01991,0,汤臣倍健益生菌蛋白质粉固体饮料（2袋）试用装-纸箱,产品,,/,个,1,
E.A.19.01.EA190112A,0,无限能破壁灵芝孢子粉胶囊（100粒）纸盒装 -标签,产品,其他,,张,1,
D.A.02.DA02399,0,汤臣倍健多种维生素咀嚼片（4-10岁）小包装（10片/板）铝箔,赠品,,-  ,公斤,1,
A.A.01.01.AA010189C,0.000337,汤臣倍健B族维生素片（成人）电商专供（50片）,产品,,370mg/片×50片/瓶 ,瓶,96,42
A.A.19.01.AA190112A,0.001323,无限能破壁灵芝孢子粉胶囊（100粒）纸盒装,产品,软胶囊,300mg/粒x100粒/瓶x1瓶/盒 ,盒,25,40
E.A.13.01.EA130143,0,天然博士维生素A维生素D软胶囊(40粒)(200ug，8ug)盒装-标签,产品,,,张,1,
B.A.02.BA02136,0,天然博士维生素A维生素D软胶囊（250mg/粒）,产品,,250mg/粒  ,粒,1,1
D.A.05.DA05233,0,天然博士维生素A维生素D软胶囊(40粒)(200ug，8ug)盒装-彩盒,产品,,,个,1,
B.A.02.BA02137,0,天然博士维生素A维生素D软胶囊（200ug，8ug）-铝塑单粒装,产品,,250mg/粒 ,粒,1,1
B.A.06.BA06480,0,无限能破壁灵芝孢子粉胶囊（100粒）纸盒装 -瓶装,产品,粉剂,300mg/粒x100粒/瓶 ,瓶,1,1
D.A.02.DA02401,0,空白汤臣倍健胶粉6列膜,产品,,500*600mm  ,公斤,1,
A.A.01.01.AA010198A,0.00029,汤臣倍健益生菌蛋白质粉固体饮料（2袋）试用装,产品,,13g/袋x2袋/盒,盒,100,32
D.B.01.DB01990,0,汤臣倍健多种维生素咀嚼片（4-10岁）小包装（20片，本品不单独销售）纸箱,赠品,,- ,个,1,
B.A.06.BA06481,0,天然博士维生素A维生素D软胶囊(40粒)(200ug，8ug)盒装-瓶装,产品,,250mg/粒×40粒/瓶 ,瓶,1,1
A.A.01.01.AA010174I,0.000261,汤臣倍健多种维生素咀嚼片（4-10岁）小包装（20片，本品不单独销售）,产品,片剂,1.0g/片×10片/板×2板/袋  ,袋,120,32
D.A.05.DA05232,0,无限能破壁灵芝孢子粉胶囊（100粒）纸盒装 -纸盒,产品,其他,,个,1,
D.B.02.DB02637,0,双层可撕拉防伪标签A（横向）,产品,其他,直径32mm ,张,1,
B.A.06.BA06479,0,汤臣倍健多种维生素咀嚼片（4-10岁）小包装（10片/板）铝塑装,赠品,片剂,1.0g/片×10片/板 ,板,1,1
E.A.01.01.EA010189C,0,汤臣倍健B族维生素片（成人）电商专供（50片）-标签,产品,,,张,1,
D.A.02.DA02400,0,汤臣倍健多种维生素咀嚼片（4-10岁）小包装（20片，本品不单独销售）铝箔袋,赠品,,-,个,1,
D.A.05.DA05228,0,汤臣倍健益生菌蛋白质粉固体饮料（2袋）试用装-外盒,产品,,126x280mm,个,1,
D.B.02.DB02636,0,双层可撕拉防伪标签A,产品,其他,直径32mm ,张,1,
A.A.13.01.AA130122G,0.000304,天然博士益生菌固体饮料（100亿，B）盒装（5袋）,产品,,1g/袋×5袋/盒 ,盒,96,40
D.A.05.DA05234,0,天然博士益生菌固体饮料(5袋)电商专供盒装彩盒,产品,,,个,1,
E.A.13.01.EA130140A,0,天然博士维生素D软胶囊(30粒)赠品装(8ug)-标签,产品,,,张,1,
A.A.13.01.AA130143,0.00064,天然博士维生素A维生素D软胶囊(40粒)(200ug，8ug)盒装,产品,,250mg/粒×40粒/瓶×1瓶/盒  ,盒,36,54
A.A.13.01.AA130140A,0.000338,天然博士维生素D软胶囊(30粒)赠品装(8ug),产品,,250mg/粒×30粒/瓶 ,瓶,96,42
D.A.02.DA02407,0,健乐多分离乳清蛋白补充蛋白质运动营养粉(锡兰红茶风味)（20g/袋）铝箔,产品,,W120mm*L165mm,公斤,1,
D.A.02.DA02408,0,复合氨基酸粉卷膜,产品,,120mm*160mm ,公斤,1,
A.A.09.02.AA090211A,0.000137,健乐多分离乳清蛋白补充蛋白质运动营养粉(锡兰红茶风味)（单袋装）,产品,粉剂,20g/袋,袋,240,1
B.A.04.BA04293,0,健乐多分离乳清蛋白补充蛋白质运动营养粉(锡兰红茶风味)（20g/袋）,产品,粉剂,20g/袋,袋,1,1
F.A.35.FA35999,0,Yep迷你保温杯,促销物料,,,个,1,1
A.A.09.02.AA090211,0.0024,健乐多分离乳清蛋白补充蛋白质运动营养粉(锡兰红茶风味)（400g）盒装,产品,粉剂,20g/袋×20袋/盒  ,盒,16,28
D.B.01.DB01992,0,健乐多分离乳清蛋白补充蛋白质运动营养粉(锡兰红茶风味)（400g）盒装纸箱,产品,,,个,1,
D.A.05.DA05229,0,健乐多分离乳清蛋白补充蛋白质运动营养粉(锡兰红茶风味)（400g）盒装彩盒,产品,,,个,1,
F.A.36.FA36010,0,PLUS年卡,促销物料,其他,张,张,1,1
D.A.05.DA05227,0,维满C维生素C颗粒（30袋）彩盒,产品,,,个,1,
D.B.02.DB02638,0,汤臣倍健绿咖啡果蔬酵素饮（山楂百香果味）电商专供单袋试用装 –封口签,产品,,,枚,1,
F.A.36.FA36009,0,PLUS季卡,促销物料,其他,张,张,1,1
A.A.24.01.AA240108A,0,维满C维生素C颗粒（30袋）,产品,粉剂,1g/袋x30袋/盒  ,盒,1,
F.A.36.FA36004,0,汤臣倍健中国队护肘,促销物料,,,个,1,1
D.A.05.DA05235,0,汤臣倍健健乐多复合氨基酸粉(荔枝味)(20袋)-彩盒,产品,,,个,1,
A.A.24.01.AA240109A,0,维满C维生素C颗粒（甜橙味）（30袋）,产品,粉剂, 1g/袋x30袋/盒  ,盒,1,
D.A.05.DA05226,0,维满C维生素C颗粒（甜橙味）（30袋）彩盒,产品,,,个,1,
F.A.36.FA36002,0,健力多品牌日常通用氨糖礼盒（S）,促销物料,其他,,个,1,1
F.A.36.FA36003,0,健力多品牌日常通用氨糖礼盒（M）,促销物料,其他,,个,1,1
A.A.09.02.AA090212,0,汤臣倍健健乐多复合氨基酸粉(荔枝味)(20袋),产品,粉剂,25g/袋×20袋/盒,盒,1,
D.A.05.DA05222,0,汤臣倍健电解质粉(菠萝味)(20袋)-彩盒,产品,,,个,1,
D.A.05.DA05224,0,汤臣倍健能量胶(哈密瓜味)(20袋)- 彩盒,产品,,,个,1,
A.A.01.12.AA011204,0,汤臣倍健能量胶(哈密瓜味)(20袋),产品,其他,68g/袋 X 20袋/盒,盒,1,
A.A.01.12.AA011202,0,汤臣倍健电解质粉(菠萝味)(20袋),产品,粉剂,25g/袋×20袋/盒  ,盒,1,
A.A.01.12.AA011203,0,汤臣倍健膳食纤维固体饮料(草莓味)(20袋),产品,粉剂,22g/袋 x 20袋/盒  ,盒,1,
D.A.05.DA05223,0,汤臣倍健膳食纤维固体饮料(草莓味)(20袋)-彩盒,产品,,,个,1,
D.A.05.DA05221,0,汤臣倍健能量胶(青苹果味)(20袋)-彩盒,产品,,,个,1,
A.A.01.12.AA011201,0,汤臣倍健能量胶(青苹果味)(20袋),产品,其他,60g/袋 x 20袋/盒  ,盒,1,
D.A.05.DA05225,0,汤臣倍健磷脂蛋白固体饮料(芒果味)(20袋)-彩盒,产品,,,个,1,
A.A.01.12.AA011205,0,汤臣倍健磷脂蛋白固体饮料(芒果味)(20袋),产品,粉剂,32g/袋 x 20袋/盒,盒,1,
E.A.13.01.EA130133-04,0,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）瓶签,产品,其他,,张,1,
D.A.03.DA03975-04,0,Life-Space益生菌固体饮料（120亿，B）（20袋，金装版）-彩盒,产品,其他,,个,1,
D.A.05.DA05068-02,0,Life-Space益生菌固体饮料(婴幼儿Ⅰ型)(金装版)体验装(7袋)彩盒,赠品,其他,待定,个,1,
D.A.05.DA05153-02,0,Life-Space益生菌固体饮料（75亿，B）（30袋，黄盒装）-彩盒,产品,其他,,个,1,
D.A.03.DA03915-04,0,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）彩盒,促销物料,其他,,个,1,
E.A.13.01.EA130130B-03,0,天然博士牛乳钙压片糖果（橘子味）（30片）赠品装瓶签,产品,其他,,张,1,
D.A.03.DA03976-04,0,Life-Space益生菌固体饮料（婴幼儿Ⅱ型）（铂金版）（20袋）彩盒,产品,其他,,个,1,
D.A.03.DA03942-03,0,天然博士DHA藻油凝胶糖果Ⅰ型礼盒装（30粒*3）彩盒,产品,其他,,个,1,
E.A.13.01.EA130133C-03,0,天然博士DHA藻油凝胶糖果Ⅰ型（20粒）赠品装瓶签,产品,其他,,张,1,
D.A.05.DA05154-02,0,Life-Space益生菌固体饮料（75亿，B）（24袋，黄盒装）-彩盒,产品,其他,,个,1,
D.A.02.DA02406,0,膳食纤维固体饮料卷膜,产品,,120mm*160mm  ,公斤,1,
D.A.02.DA02403,0,能量胶（哈密瓜味）卷膜,产品,,102mm*173mm,公斤,1,
D.A.02.DA02404,0,能量胶（青苹果味）卷膜,产品,,102mm*173mm,公斤,1,
D.A.02.DA02405,0,磷脂蛋白固体饮料卷膜,产品,,150mm*160mm ,公斤,1,
D.A.02.DA02402,0,电解质粉卷膜,产品,,120mm*160mm,公斤,1,
F.A.35.FA35994,0,心运星-KUN等身海报,促销物料,,,张,1,1
F.A.35.FA35995,0,心运星-KUN常规海报,促销物料,,,张,1,1
E.A.01.04.EA010408AK,0,汤臣倍健胶原蛋白肽固体饮料(水蜜桃味)(30袋)(英文版) - 标签,产品,,305mm x 100mm,张,1,
B.A.04.BA04292,0,汤臣倍健胶原蛋白肽固体饮料(水蜜桃味)(3g/袋)(英文版),产品,粉剂,3g/袋,袋,1,1
D.A.02.DA02397,0,汤臣倍健胶原蛋白肽固体饮料(水蜜桃味)(3g/袋)(英文版) - 铝箔,产品,,128mm x 29.1mm,公斤,1,
A.A.13.01.AA130133F,0.001013,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）,产品,,400mg/粒×60粒/瓶×1瓶/盒,盒,25,48
F.A.35.FA35992,0.0162,九阳1.5L养生壶,促销物料,,1.5L,个,1,72
D.A.04.DA04458,0,汤臣倍健胶原蛋白肽果味饮料（10瓶）22年升级版-纸顶盖,产品,,203x88x20mm  ,个,1,
E.A.13.01.EA130133F,0,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）-标签,产品,,,张,1,
D.A.04.DA04462,0,汤臣倍健胶原蛋白肽果味饮料+透明质酸钠果味饮品14瓶组合装-纸顶盖,产品,,316x93x21mm ,个,1,
F.A.35.FA35993,0,3500元京东E卡,促销物料,,,张,1,1
A.A.01.04.AA010408AK,0.001931,汤臣倍健胶原蛋白肽固体饮料(水蜜桃味)(30袋)(英文版),产品,粉剂,3g/袋×30袋/桶,桶,12,1
D.A.04.DA04460,0,汤臣倍健透明质酸钠果味饮品（樱桃石榴味）（10瓶）22年升级版-纸顶盖,产品,,227x98x20mm,个,1,
D.A.04.DA04456,0,天然博士有机蛋白营养粉固体饮料（400g*2）优惠装-内托,产品,,,个,1,
D.A.04.DA04457,0,汤臣倍健胶原蛋白肽果味饮料（10瓶）22年升级版-纸内托,产品,,203x90x61mm,个,1,
D.A.05.DA05220,0,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）-彩盒,产品,,,个,1,
D.A.04.DA04461,0,汤臣倍健胶原蛋白肽果味饮料+透明质酸钠果味饮品14瓶组合装-纸内托,产品,,316x95x75mm ,个,1,
D.A.04.DA04459,0,汤臣倍健透明质酸钠果味饮品（樱桃石榴味）（10瓶）22年升级版-纸内托,产品,,227x100x66mm ,个,1,
B.A.04.BA04291,0,天然博士钙铁锌多种维生素撒剂Ⅰ段罐装（2g/袋）,产品,,2g/袋,袋,1,1
D.A.02.DA02395,0,天然博士钙铁锌多种维生素撒剂Ⅲ段罐装（2g/袋）铝箔,产品,,,公斤,1,
D.A.02.DA02396,0,天然博士钙铁锌多种维生素撒剂Ⅰ段罐装（2g/袋）铝箔,产品,,,公斤,1,
D.A.05.DA05219,0,自然唯他DHA藻油软糖（15粒)彩盒,产品,其他,12.5*6*4.5cm  ,个,1,
D.A.02.DA02398,0,自然唯他DHA藻油软糖独立内包装袋,产品,,,个,1,
A.A.01.02.AA010208AQ,0.000341,汤臣倍健牛初乳加钙咀嚼片-超级飞侠装（28片）,产品,片剂,1.2g/片×28片/瓶,瓶,96,42
D.A.01.DA01410,0,天然博士钙铁锌多种维生素撒剂Ⅰ段罐装（30袋）-铁罐,产品,,,个,1,
D.B.01.DB01988,0,每日每加果冻通用大纸箱（含垫板+单袋装格卡）,产品,其他,351mm*222mm*275mm,个,1,
D.A.01.DA01409,0,天然博士钙铁锌多种维生素撒剂Ⅲ段罐装（30袋）-铁罐,产品,,,个,1,
D.A.02.DA02358,0,6列带色标的空白膜铝箔,产品,,卷膜宽500mm,公斤,1,
B.A.04.BA04290,0,天然博士钙铁锌多种维生素撒剂Ⅲ段罐装（2g/袋）,产品,,2g/袋 ,袋,1,1
F.A.35.FA35984,0.9324,奥克斯电动按摩椅(K7S),促销物料,其他,,个,1,1
A.A.13.01.AA130142,0.001832,天然博士钙铁锌多种维生素撒剂Ⅰ段罐装（30袋）,产品,粉剂,2g/袋×30袋/罐,罐,12,56
A.A.13.01.AA130141,0.001866,天然博士钙铁锌多种维生素撒剂Ⅲ段罐装（30袋）,产品,粉剂,2g/袋×30袋/罐,罐,12,56
F.A.35.FA35985,0.04914,奥鼎康脚底按摩器（A-K688）,促销物料,其他,,个,4,8
E.A.01.02.EA010208AQ,0,汤臣倍健牛初乳加钙咀嚼片-超级飞侠装（28片）-标签,产品,,-,张,1,
F.A.35.FA35986,0.008976,倍轻松颈椎按摩器（SK-2017L）,促销物料,其他,,个,10,20
F.A.35.FA35989,0,汤臣倍健中国队头巾,促销物料,其他,22cm宽,条,1,1
F.A.35.FA35990,0,汤臣倍健中国队护腕,促销物料,其他,8cm * 8.8cm,对,1,1
F.A.35.FA35987,0,汤臣倍健中国队助威包,促销物料,其他,33cm * 11cm * 8cm,盒,1,1
F.A.35.FA35991,0,汤臣倍健中国队护膝,促销物料,其他,27cm * 17cm,对,1,1
B.A.08.BA08043,0,自然唯他DHA藻油软糖（4g/粒）,产品,其他,4g/粒 ,粒,1,1
D.B.01.DB01989,0,汤臣倍健胶原蛋白肽果味饮料（荔枝味）+透明质酸钠果味饮品14瓶组合装-纸箱,产品,其他,,个,1,
F.A.35.FA35988,0,汤臣倍健中国队水杯,促销物料,其他,500ml,个,1,1
A.A.18.01.AA180130B,0.000433,自然唯他 DHA藻油软糖（15 粒),产品,其他,4g/粒x15粒/盒  ,盒,84,40
D.B.01.DB01987,0,Life-Space Slimram专用纸箱,产品,其他, 398 mm x 335mm x 183mm,个,1,
B.A.06.BA06472,0,无限能破壁灵芝孢子粉胶囊（120粒）-瓶装,产品,软胶囊,300mg/粒x120粒/瓶,瓶,1,1
D.B.02.DB02635,0,气泡柱（310×420mm）,促销物料,其他,  ;长宽：310×420mm；充气后厚度：210mm  ,个,1,
E.A.01.01.EA010170B,0,汤臣倍健钙镁咀嚼片（4-17岁）-超级飞侠（90片）-标签,促销物料,其他,,张,1,
E.A.01.01.EA010175E,0,汤臣倍健多种维生素咀嚼片(11-17岁)-超级飞侠（60片）赠品装-标签,产品,其他,,张,1,
E.A.01.05.EA010518E,0,汤臣倍健维生素A维生素D软胶囊-超级飞侠（60粒）-标签,促销物料,其他,,张,1,
E.A.01.05.EA010508G,0,汤臣倍健牛初乳粉-超级飞侠（60袋）-标签,产品,,,张,1,
E.A.01.05.EA010518F,0,汤臣倍健维生素A维生素D软胶囊-超级飞侠（60粒，本品不单独销售）-标签,赠品,其他,,张,1,
B.A.03.BA03038,0,无限能破壁灵芝孢子粉胶囊,产品,软胶囊,300mg/粒,粒,1,1
D.A.05.DA05210,0,无限能破壁灵芝孢子粉胶囊（120粒）纸盒装-纸盒,产品,其他,,个,1,
E.A.01.01.EA010175D,0,汤臣倍健多种维生素咀嚼片(11-17岁)-超级飞侠（60片）-标签,促销物料,其他,,张,1,
E.A.19.01.EA190112,0,无限能破壁灵芝孢子粉胶囊（100粒）纸盒装 -标签,产品,其他,156mm x 69mm  ,张,1,
A.A.19.01.AA190112,0,无限能破壁灵芝孢子粉胶囊（120粒）纸盒装,产品,软胶囊,300mg/粒x120粒/瓶x1瓶/盒,盒,1,
F.A.35.FA35983,0,会员权益卡（抖音02）,促销物料,其他,单张,张,1,1
B.A.01.BA01305,0,汤臣倍健维泡爽维生素C咀嚼片,产品,片剂,400mg/片,片,1,1
D.A.05.DA05197,0,汤臣倍健胶原蛋白肽果味饮料（树莓味）心运星礼盒外盒+内托,产品,其他,,个,1,
D.B.02.DB02632,0,汤臣倍健胶原蛋白肽果味饮料（树莓味）心运星礼盒收缩膜,产品,其他,,张,1,
A.A.01.04.AA010454A,0.007803,汤臣倍健胶原蛋白肽果味饮料（树莓味）心运星礼盒,产品,其他,30ml/瓶x20瓶/盒,盒,4,42
D.B.01.DB01975,0,汤臣倍健胶原蛋白肽果味饮料（树莓味）心运星礼盒纸箱,产品,其他,,个,1,
E.A.01.10.EA011001,0,vpop维生素C咀嚼片（75片）电商专供标签,产品,其他,,张,1,
A.A.14.01.AA140105,0.000339,汤臣倍健健视佳蓝莓叶黄素酯压片糖果(30片)电商专供款,产品,片剂,600mg/片x30片/瓶,瓶,96,42
F.A.35.FA35982,0,健安适折页配套,促销物料,其他,,个,1,1
A.A.01.04.AA010454B,0.000148,汤臣倍健胶原蛋白肽果味饮料（树莓味）（30ml）试吃装,产品,口服液,30ml/瓶x1瓶/盒,盒,80,60
D.A.04.DA04454,6.30E-05,汤臣倍健蛋白粉专供礼盒(高盖)内托（U型缺口）,产品,其他,尺寸324*136*90,个,16,0
B.A.01.BA01295,0,汤臣倍健健视佳蓝莓叶黄素酯压片糖果,产品,片剂,600mg/片,片,1,1
A.A.01.04.AA010456,0,汤臣倍健胶原蛋白肽果味饮料（荔枝味）+透明质酸钠果味饮品14瓶组合装,产品,其他,（30mL/瓶 × 7瓶+50mL/瓶 × 7瓶)/盒,盒,1,
A.A.01.01.AA011001,0,vpop维生素C咀嚼片（75片）电商专供,产品,片剂,400mg/片*75片/瓶,瓶,1,
D.A.04.DA04455,0,汤臣倍健胶原蛋白肽果味饮料（荔枝味）+透明质酸钠果味饮品14瓶组合装-外盒,产品,其他,323.2*97.35*135mm,个,1,
D.B.01.DB01985000,0,汤臣倍健胶原蛋白肽果味饮料（荔枝味）+透明质酸钠果味饮品14瓶组合装-纸箱,产品,其他,,个,1,
D.A.05.DA05215,0,汤臣倍健胶原蛋白肽果味饮料（树莓味）（30ml）试吃装-彩盒,产品,其他,,个,1,
A.A.09.01.AA090197CCCC,0,健乐多补充蛋白质运动营养粉乳清蛋白（香草味）（300g盒装）,产品,粉剂,20g/袋×15袋/桶 ,桶,1,
B.A.01.BA01306,0,vpop维生素C咀嚼片,产品,片剂,400mg/片,片,1,1
E.A.14.01.EA140105,0,汤臣倍健健视佳蓝莓叶黄素酯压片糖果(30片)电商专供款-标签,产品,其他,155x57mm,张,1,
F.A.35.FA35981,3.10E-05,健安适折页,促销物料,其他,-,张,1200,50
F.A.35.FA35975,0,多功能手提健身包-赠品,促销物料,其他,,个,1,1
F.A.35.FA35976,0,黑色（健乐多）运动杯-赠品,促销物料,其他,,个,1,1
F.A.35.FA35977,0,Redmi AirDots2无线耳机-赠品,促销物料,其他,,个,1,1
F.A.35.FA35979,0,汤臣CG-运动健身包-赠品,促销物料,其他,,个,1,1
F.A.35.FA35978,0,健乐多-700ML运动水杯（粉色）,促销物料,其他,,个,1,1
F.A.35.FA35980,0,握力器-赠品,促销物料,其他,,个,1,1
D.A.05.DA05218,0,Life-Space Slimram益生菌固体饮料（200亿，20袋）-彩盒,促销物料,其他,,个,1,
D.A.02.DA02391,0,Life-Space Slimram益生菌固体饮料（200亿）（1g/袋）- 铝箔,产品,粉剂,60 mm x 110mm ,公斤,1,
A.A.16.01.AA160119,0.001302,"Life-Space Slimu益生菌固体饮料(200亿, S) 20袋",产品,粉剂,1g/袋X20袋/盒,盒,20,42
B.A.04.BA04289,0,Life-Space Slimram益生菌固体饮料（200亿）（1g/袋）,产品,粉剂,1g/袋 ,袋,1,1
F.A.35.FA35962,0,小米电视EA55 2022款,促销物料,其他,EA55,台,1,1
F.A.35.FA35959,0,Iphone13pro max 256G,促销物料,其他,256G,台,1,1
F.A.35.FA35971,0,商超2022年春节通用腰封-年年有余,促销物料,其他,,条,1,1
D.A.05.DA05217,0,维满C维生素C颗粒（甜橙味）（60袋）彩盒,产品,其他,,个,1,
D.B.02.DB02634,0,健乐多乳清蛋白补充蛋白质运动营养粉(拿铁咖啡味)（900g）塑封膜,产品,其他,481*215mm（±1）折径235.5mm（±1）,张,1,
F.A.35.FA35960,0,Iphone13 128G,促销物料,其他,128G,台,1,1
F.A.35.FA35963,0,荣耀V40 8+128G手机,促销物料,其他,8G+128G,台,1,1
F.A.35.FA35965,3.80E-05,三八女神节促销竖版空白海报,促销物料,其他,42×58cm,张,500,50
F.A.35.FA35967,7.00E-06,三八女神节促销插卡,促销物料,其他,17.5×7cm,个,4300,40
D.A.02.DA02393,0,维满C维生素C颗粒（甜橙味）（1g/袋）铝箔,产品,粉剂,1g/袋,公斤,1,
B.A.06.BA06478,0,维满C维生素C颗粒（甜橙味）（1g/袋）,产品,粉剂,1g/袋,袋,1,
F.A.35.FA35961,0,华为荣耀60 8G+128G,促销物料,其他,8G+128G,台,1,1
F.A.35.FA35968,0,商超2022年春节通用腰封-虎虎生威大,促销物料,其他,,条,1,1
F.A.35.FA35974,0,刮痧仪,促销物料,其他,个,个,1,1
A.A.09.02.AA090210,0.005663,健乐多乳清蛋白补充蛋白质运动营养粉(拿铁咖啡味)（900g）,产品,粉剂,900g/罐,罐,6,25
F.A.35.FA35969,0,商超2022年春节通用腰封-虎虎生威小,促销物料,其他,,条,1,1
F.A.35.FA35964,3.80E-05,三八女神节促销竖版海报,促销物料,其他,42×58cm,张,500,50
F.A.35.FA35970,0,商超2022年春节通用腰封-财源滚滚,促销物料,其他,,条,1,1
F.A.35.FA35972,0.000388,天然博士6瓶装产品内托,促销物料,其他,个,个,200,20
A.A.24.01.AA240109,0,维满C维生素C颗粒（甜橙味）（60袋）,产品,粉剂,1g/袋x60袋/盒,盒,1,
F.A.35.FA35966,4.20E-05,三八女神节促销三角台卡,促销物料,其他,22×11.5cm,个,600,50
F.A.35.FA35958,0,Apple iPhone 13 (256GB),促销物料,其他,(A2634) 256GB,台,1,1
F.A.35.FA35973,0,智能音箱,促销物料,其他,个,个,1,1
F.A.35.FA35957,0,我爱中国口罩,促销物料,其他,个,个,1,1
F.A.35.FA35938,0,健乐多定制编织袋,促销物料,其他,个,个,1,1
F.A.35.FA35944,0,商超2022年春节礼盒赠品窗花,促销物料,其他,,袋,1,1
A.A.24.01.AA240108,0,维满C维生素C颗粒（60袋）,产品,粉剂,1g/袋x60袋/盒,盒,1,
F.A.35.FA35945,0,商超2022年春节主题陈列-圆堆,促销物料,其他,,个,1,1
F.A.35.FA35956,0,狮王儿童牙膏(草莓味),促销物料,其他,狮王儿童牙膏(草莓味),个,1,1
D.B.02.DB02633,0,试产包装不干贴,产品,其他,159*69,张,1,
F.A.35.FA35955,0,商超2022年春节商务礼盒,促销物料,其他,,个,1,1
D.B.01.DB01985,0,维满C维生素C颗粒纸箱,产品,其他,,个,1,
D.A.05.DA05216,0,维满C维生素C颗粒（60袋）彩盒,产品,其他,,个,1,
D.B.01.DB01986,0,每日每加气泡糖单瓶装纸箱,产品,其他,590mmx300mmx180mm,个,1,
F.A.35.FA35939,0,健乐多定制袜子,促销物料,其他,对,对,1,1
F.A.35.FA35941,0,健乐多赠品俯卧撑训练板,促销物料,其他,个,个,1,1
F.A.35.FA35946,0,商超2022年春节主题陈列-主方堆,促销物料,其他,,个,1,1
F.A.35.FA35947,0,商超2022年春节主题陈列-小方堆,促销物料,其他,,个,1,1
F.A.35.FA35948,0,星好伴房间主题货架陈列,促销物料,其他,,套,1,1
F.A.35.FA35949,0.001404,天然博士鱼油DHA礼盒,促销物料,其他,个,个,50,24
F.A.35.FA35950,3.80E-05,春季补钙促销海报,促销物料,其他,42*58cm,张,500,50
F.A.35.FA35954,3.80E-05,春季补钙三角台牌,促销物料,其他,22*33cm,张,1200,30
B.A.06.BA06477,0,维满C维生素C颗粒（1g/袋）,产品,粉剂,1g/袋,袋,1,
F.A.35.FA35943,0,商超2022年春节通用腰封,促销物料,其他,,套,1,1
D.A.02.DA02394,0,维满C维生素C颗粒（1g/袋）铝箔,产品,粉剂,1g/袋,公斤,1,
F.A.35.FA35952,9.00E-06,钙DK卖点插卡,促销物料,其他,17.5*11cm,张,3000,30
F.A.35.FA35953,9.00E-06,星好伴褪黑素卖点插卡,促销物料,其他,17.5*11cm,张,3000,30
F.A.35.FA35942,0,狮王儿童牙膏(桔子味),促销物料,其他,狮王儿童牙膏(桔子味),个,1,1
F.A.35.FA35940,0,健乐多赠品空气炸锅,促销物料,其他,个,个,1,1
F.A.35.FA35951,9.00E-06,春季补钙促销插卡,促销物料,其他,17.5*11cm,张,3000,36
D.A.04.DA04450,0,硅胶头（滴剂专用）,产品,其他,直径16mm，高25mm,个,1,
E.A.01.01.EA010169D,0,汤臣倍健锌咀嚼片-超级飞侠装（60片）-标签,促销物料,其他,,张,1,
D.A.05.DA05214,0,汤臣倍健锌咀嚼片-超级飞侠装（60片）-彩盒,促销物料,其他,,个,1,
