仓库编码,仓库名称,Eas仓库ID,仓库属性,仓库分类,仓库类型,仓库状态,仓库品质,所属物理仓,库存组织,线上/线下,默认退货仓,近效期调入仓,虚拟逻辑仓,是否BC共仓,转合格入库仓,备注,创建人,创建时间,更新时间,更新人,计费组织,计费组织类型,计费组织名称,计费组织id
6510,佰腾电商产成品（武汉）合格仓,6510,产成品,逻辑仓,TCBJ-B仓,有效,合格,武汉仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6509,佰腾电商产成品（武汉）合格在途仓,6509,产成品,在途仓,TCBJ-B仓,有效,合格,武汉仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:31,2025-08-30 16:18:08,xiaoyuan0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6508,佰腾电商成品（珠海京东）待处理仓,6508,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海京东仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-09-04 09:01:45,,CN06,,广东佰腾药业有限公司,1416674966979743745
6506,佰腾电商珠海合格仓,6506,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,广东佰腾药业有限公司,线上,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6505,佰腾调整仓,6505,产成品,逻辑仓,TCBJ-B仓,有效,其他,珠海仓,广东佰腾药业有限公司,线下,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6504,佰腾珠海不合格仓,6504,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:30,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6503,佰腾珠海待处理仓,6503,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:30,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6501,佰腾珠海合格仓,6501,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:30,2025-09-20 11:38:55,xiaoyuan_001,CN06,,广东佰腾药业有限公司,1416674966979743745
6500,佰腾珠海退货仓,6500,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,广东佰腾药业有限公司,线下,是,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:30,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6401,二十八辰珠海待处理仓,6401,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,二十八辰（广东）网络科技有限公司,线上,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:37,2025-08-30 15:34:39,xiaoyuan-0830,CN10,,二十八辰（广东）网络科技有限公司,1416674966979743749
6400,二十八辰珠海合格仓,6400,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,二十八辰（广东）网络科技有限公司,线上,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN10,,二十八辰（广东）网络科技有限公司,1416674966979743749
6336,药业（武汉）索赔仓,6336,产成品,逻辑仓,TCBJ-B仓,有效,claim,武汉仓,汤臣倍健药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:27,2025-08-30 11:16:46,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
6335,药业（成都）索赔仓,6335,产成品,逻辑仓,TCBJ-B仓,有效,claim,成都仓,汤臣倍健药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:26,2025-08-30 11:16:46,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
6334,药业（嘉兴）索赔仓,6334,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,汤臣倍健药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:26,2025-08-30 11:16:46,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
6333,药业（北京）索赔仓,6333,产成品,逻辑仓,TCBJ-B仓,有效,claim,北京仓,汤臣倍健药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:26,2025-08-30 11:16:46,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
6332,药业（珠海）索赔仓,6332,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海仓,汤臣倍健药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:26,2025-08-30 11:16:46,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
6331,药业产成品（嘉兴）合格在途仓,6331,产成品,在途仓,TCBJ-B仓,有效,合格,嘉兴仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:26,2025-08-30 16:18:08,xiaoyuan0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6330,药业产成品（嘉兴）合格仓,6330,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-09-26 10:36:40,xiaoyuan_001,CN04,,汤臣倍健药业有限公司,1416674966979743743
6329,药业产成品（嘉兴）待处理仓,6329,产成品,逻辑仓,TCBJ-B仓,有效,待处理,嘉兴仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6328,药业产成品（嘉兴）不合格仓,6328,产成品,逻辑仓,TCBJ-B仓,有效,不合格,嘉兴仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6327,药业官方商城（线上珠海）不合格仓,6327,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,汤臣倍健药业有限公司,线上,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-09-04 09:01:44,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6326,药业官方商城（线上珠海）待处理仓,6326,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:26,2025-08-29 18:53:41,xiaoyuan_001,CN04,,汤臣倍健药业有限公司,1416674966979743743
6325,药业官方商城（线上珠海）合格仓,6325,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健药业有限公司,线下,否,,不开启,是,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6324,药业产成品（北京）不合格仓,6324,产成品,逻辑仓,TCBJ-B仓,有效,不合格,北京仓,汤臣倍健药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6323,药业产成品（北京）待处理仓,6323,产成品,逻辑仓,TCBJ-B仓,有效,待处理,北京仓,汤臣倍健药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6322,药业产成品（北京）合格仓,6322,产成品,逻辑仓,TCBJ-B仓,有效,合格,北京仓,汤臣倍健药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6321,药业产成品（北京）合格在途仓,6321,产成品,在途仓,TCBJ-B仓,有效,合格,北京仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:26,2025-08-30 16:18:08,xiaoyuan0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6320,药业产成品（成都）不合格仓,6320,产成品,逻辑仓,TCBJ-B仓,有效,不合格,成都仓,汤臣倍健药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6319,药业产成品（成都）待处理仓,6319,产成品,逻辑仓,TCBJ-B仓,有效,待处理,成都仓,汤臣倍健药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6318,药业产成品（成都）合格仓,6318,产成品,逻辑仓,TCBJ-B仓,有效,合格,成都仓,汤臣倍健药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6317,药业产成品（成都）合格在途仓,6317,产成品,在途仓,TCBJ-B仓,有效,合格,成都仓,汤臣倍健药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6314,药业产成品（武汉）不合格仓,6314,产成品,逻辑仓,TCBJ-B仓,有效,不合格,武汉仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6313,药业产成品（武汉）待处理仓,6313,产成品,逻辑仓,TCBJ-B仓,有效,待处理,武汉仓,汤臣倍健药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6312,药业产成品（武汉）合格仓,6312,产成品,逻辑仓,TCBJ-B仓,有效,合格,武汉仓,汤臣倍健药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6311,药业产成品（武汉）合格在途仓,6311,产成品,在途仓,TCBJ-B仓,有效,合格,武汉仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:26,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6310,药业产成品（珠海）不合格仓,6310,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,汤臣倍健药业有限公司,线下,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-09-16 19:16:52,duqq,CN04,,汤臣倍健药业有限公司,1416674966979743743
6309,药业产成品（珠海）待处理仓,6309,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6307,药业产成品（珠海）合格仓,6307,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6306,药业产成品（珠海）合格在途仓,6306,产成品,在途仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6305,药业产成品（珠海）退货仓,6305,产成品,逻辑仓,TCBJ-B仓,有效,退货仓,珠海仓,汤臣倍健药业有限公司,线下,是,,开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-09-04 09:01:44,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6304,药业产成品（珠海京东特渠）合格仓,6304,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海京东仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-09-04 09:01:43,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6303,药业（珠海京东特渠）合格在途仓,6303,产成品,在途仓,TCBJ-B仓,有效,合格,珠海京东仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:25,2025-09-04 09:01:43,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6302,药业产成品（珠海特渠）不合格仓,6302,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6301,药业产成品（珠海特渠）待处理仓,6301,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6300,药业产成品（珠海特渠）合格仓,6300,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:40,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
6237,佰嘉（武汉）索赔仓,6237,产成品,逻辑仓,TCBJ-B仓,有效,claim,武汉仓,广东佰嘉药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:25,2025-08-30 11:16:46,SAP,CN03,,广东佰嘉药业有限公司,1416674966979743742
6236,佰嘉（成都）索赔仓,6236,产成品,逻辑仓,TCBJ-B仓,有效,claim,成都仓,广东佰嘉药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:25,2025-08-30 11:16:46,SAP,CN03,,广东佰嘉药业有限公司,1416674966979743742
6235,佰嘉（嘉兴）索赔仓,6235,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,广东佰嘉药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:25,2025-08-30 11:16:46,SAP,CN03,,广东佰嘉药业有限公司,1416674966979743742
6234,佰嘉（北京）索赔仓,6234,产成品,逻辑仓,TCBJ-B仓,有效,claim,北京仓,广东佰嘉药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:25,2025-08-30 11:16:46,SAP,CN03,,广东佰嘉药业有限公司,1416674966979743742
6233,佰嘉（珠海）索赔仓,6233,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海仓,广东佰嘉药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:25,2025-08-30 11:16:46,SAP,CN03,,广东佰嘉药业有限公司,1416674966979743742
6232,佰嘉产成品（嘉兴）合格在途仓,6232,产成品,在途仓,TCBJ-B仓,有效,合格,嘉兴仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:25,2025-08-30 16:18:08,xiaoyuan0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6231,佰嘉产成品（嘉兴）合格仓,6231,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:37,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6230,佰嘉产成品（嘉兴）待处理仓,6230,产成品,逻辑仓,TCBJ-B仓,有效,待处理,嘉兴仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6229,佰嘉产成品（嘉兴）不合格仓,6229,产成品,逻辑仓,TCBJ-B仓,有效,不合格,嘉兴仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6228,佰嘉产成品（北京）不合格仓,6228,产成品,逻辑仓,TCBJ-B仓,有效,不合格,北京仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6227,佰嘉产成品（北京）待处理仓,6227,产成品,逻辑仓,TCBJ-B仓,有效,待处理,北京仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6226,佰嘉产成品（北京）合格仓,6226,产成品,逻辑仓,TCBJ-B仓,有效,合格,北京仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:25,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6225,佰嘉产成品（北京）合格在途仓,6225,产成品,在途仓,TCBJ-B仓,有效,合格,北京仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:24,2025-08-30 16:18:08,xiaoyuan0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6224,佰嘉产成品（成都）不合格仓,6224,产成品,逻辑仓,TCBJ-B仓,有效,不合格,成都仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:24,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6223,佰嘉产成品（成都）待处理仓,6223,产成品,逻辑仓,TCBJ-B仓,有效,待处理,成都仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:24,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6222,佰嘉产成品（成都）合格仓,6222,产成品,逻辑仓,TCBJ-B仓,有效,合格,成都仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:24,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6221,佰嘉产成品（成都）合格在途仓,6221,产成品,在途仓,TCBJ-B仓,有效,合格,成都仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:24,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6216,佰嘉（珠海京东特渠）合格在途仓,6216,产成品,在途仓,,有效,合格,珠海京东仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,,SAP,2025-09-11 10:02:51,2025-09-12 12:40:56,duqq,CN03,,广东佰嘉药业有限公司,1416674966979743742
6215,佰嘉产成品（武汉）不合格仓,6215,产成品,逻辑仓,TCBJ-B仓,有效,不合格,武汉仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:24,2025-09-04 09:01:43,,CN03,,广东佰嘉药业有限公司,1416674966979743742
6214,佰嘉产成品（武汉）待处理仓,6214,产成品,逻辑仓,TCBJ-B仓,有效,待处理,武汉仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:24,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6213,佰嘉产成品（武汉）合格仓,6213,产成品,逻辑仓,TCBJ-B仓,有效,合格,武汉仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6212,佰嘉产成品（武汉）合格在途仓,6212,产成品,在途仓,TCBJ-B仓,有效,合格,武汉仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6211,佰嘉产成品（珠海）待处理仓,6211,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6210,佰嘉产成品（珠海）合格在途仓,6210,产成品,在途仓,TCBJ-B仓,有效,合格,珠海仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6209,佰嘉产成品（珠海京东特渠）合格仓,6209,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海京东仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6208,佰嘉产成品（珠海特渠）不合格仓,6208,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6207,佰嘉产成品（珠海特渠）待处理仓,6207,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6206,佰嘉产成品（珠海特渠）合格仓,6206,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6204,佰嘉珠海不合格仓,6204,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6202,佰嘉珠海合格仓,6202,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,广东佰嘉药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
6201,佰嘉珠海特价仓,6201,产成品,逻辑仓,TCBJ-B仓,有效,其他,珠海仓,广东佰嘉药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-09-19 19:15:39,duqq,CN03,,广东佰嘉药业有限公司,1416674966979743742
6200,佰嘉珠海退货仓,6200,产成品,逻辑仓,TCBJ-B仓,有效,退货仓,珠海仓,广东佰嘉药业有限公司,线下,是,,开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-09-04 09:01:43,,CN03,,广东佰嘉药业有限公司,1416674966979743742
6152,广州麦优（武汉）索赔仓,6152,产成品,逻辑仓,TCBJ-B仓,有效,claim,武汉仓,广州麦优网络科技有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:35,2025-08-30 11:16:47,SAP,CN07,,广州麦优网络科技有限公司,1416674966979743746
6151,广州麦优（成都）索赔仓,6151,产成品,逻辑仓,TCBJ-B仓,有效,claim,成都仓,广州麦优网络科技有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:35,2025-08-30 11:16:47,SAP,CN07,,广州麦优网络科技有限公司,1416674966979743746
6150,广州麦优（嘉兴）索赔仓,6150,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,广州麦优网络科技有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:35,2025-08-30 11:16:47,SAP,CN07,,广州麦优网络科技有限公司,1416674966979743746
6149,广州麦优（北京）索赔仓,6149,产成品,逻辑仓,TCBJ-B仓,有效,claim,北京仓,广州麦优网络科技有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:35,2025-08-30 11:16:47,SAP,CN07,,广州麦优网络科技有限公司,1416674966979743746
6148,广州麦优（珠海）索赔仓,6148,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海仓,广州麦优网络科技有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:35,2025-08-30 11:16:47,SAP,CN07,,广州麦优网络科技有限公司,1416674966979743746
6121,广州麦优产成品索赔仓,6121,产成品,逻辑仓,TCBJ-C仓,有效,claim,珠海工厂-电商,广州麦优网络科技有限公司,线上,否,,开启,否,,,SAP,2025-09-12 16:02:46,2025-09-19 17:52:21,suxp,CN07,,广州麦优网络科技有限公司,1416674966979743746
6120,广州麦优（珠海京东）索赔仓,6120,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,广州麦优网络科技有限公司,线下,否,,不开启,否,,,SAP,2025-09-12 16:02:45,2025-09-12 17:25:24,suxp,CN07,,广州麦优网络科技有限公司,1416674966979743746
6119,广州麦优（华南顺丰）索赔仓,6119,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,广州麦优网络科技有限公司,线下,否,,11,否,,,SAP,2025-09-12 15:02:46,2025-09-12 17:25:28,yinxi,CN07,,广州麦优网络科技有限公司,1416674966979743746
6118,广州麦优产成品（嘉兴）合格在途仓,6118,产成品,在途仓,TCBJ-B仓,有效,合格,嘉兴仓,广州麦优网络科技有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:34,2025-08-30 16:18:08,xiaoyuan0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6117,广州麦优产成品（嘉兴）合格仓,6117,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,广州麦优网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:34,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6116,广州麦优产成品（嘉兴）待处理仓,6116,产成品,逻辑仓,TCBJ-B仓,有效,待处理,嘉兴仓,广州麦优网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:34,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
