商品长编码,商品名称,批次,仓库类型,仓库编码,仓库名称,库存组织,即时库存,可用库存,预占库存,锁定库存,待收数,生产日期,到期日期,销售预占,创建时间,更新时间,更新人
A.A.01.01.AA010151AU,汤臣倍健蛋白粉促销装特供礼盒（600g）,20240504N,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.01.07.AA010733,汤臣倍健褪黑素片（60片）,20240502D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,380,380,0,0,0,,,0,,,
A.A.16.01.AA160105D,life.space益生菌粉（48袋）礼盒装,20240607P,逻辑仓,BJ107,佰嘉产成品（北京）不合格仓,广东佰嘉药业有限公司,1,1,0,0,0,,,0,,,
A.A.006.AA0060003A,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（280片）,20240539N,逻辑仓,BJ107,佰嘉产成品（北京）不合格仓,广东佰嘉药业有限公司,2,2,0,0,0,,,0,,,
A.A.13.01.AA130126,天然博士针叶樱桃维生素C压片糖果（30片）,20240301P,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-192,-192,0,0,0,,,0,,,
A.A.13.01.AA130144A,天然博士DHA藻油核桃油凝胶糖果小包装（6粒）,20240401P,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-25,-25,0,0,0,,,0,,,
A.A.01.01.AA010164J,汤臣倍健多维女士多种维生素矿物质片60片×2优惠装,20240601D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1924,1924,0,0,0,,,0,,,
A.A.01.01.AA010164J,汤臣倍健多维女士多种维生素矿物质片60片×2优惠装,20240602D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,3076,3076,0,0,0,,,0,,,
A.A.01.04.AA010426B,汤臣倍健铁叶酸片（60片）,20240501D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.01.02.AA010220AC,汤臣倍健钙维生素D维生素K软胶囊（100粒)彩盒装,20240511G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,6000,6000,0,0,0,,,0,,,
A.A.01.04.AA010436A,汤臣倍健胶原蛋白肽烟酰胺固体饮料(水蜜桃味)(30袋)22年升级版,20240501V,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,249,249,0,0,0,,,0,,,
A.A.01.02.AA010210Z,汤臣倍健胶原蛋白软骨素钙片90片*2电商专供装-A,20240601D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,3000,3000,0,0,0,,,0,,,
A.A.01.01.AA010168D,汤臣倍健钙铁锌咀嚼片-超级飞侠装（60片）,20240411D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,8000,8000,0,0,0,,,0,,,
A.A.01.05.AA010521F,汤臣倍健DHA藻油软胶囊优惠装（30粒×2）-超级飞侠装,20240501G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,3000,3000,0,0,0,,,0,,,
A.A.01.04.AA010408T,汤臣倍健胶原蛋白肽固体饮料(水蜜桃味)(30袋),20240401,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.01.07.AA010733H,汤臣倍健褪黑素片（90片）电商专供,20240305D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,3000,3000,0,0,0,,,0,,,
A.A.01.07.AA010737,汤臣倍健蓝莓叶黄素酯糖果片(60片),20240506D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,3000,3000,0,0,0,,,0,,,
A.A.01.01.AA010168G,汤臣倍健钙铁锌咀嚼片（30片）电商专供,20240503D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,600,600,0,0,0,,,0,,,
A.A.01.01.AA010166F,汤臣倍健多维男士多种维生素矿物质片60片×2优惠装,20240503,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,4500,4500,0,0,0,,,0,,,
A.A.01.07.AA010732,汤臣倍健角鲨烯软胶囊（100粒）,20231101G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,2,2,0,0,0,,,0,,,
A.A.01.13.AA011301,鱼堡鱼油软胶囊（100粒）,20240501G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1100,1100,0,0,0,,,0,,,
A.A.01.01.AA010151BD,汤臣倍健蛋白粉便携装（200g）,20240301V,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.06.AA010604,汤臣倍健番茄红素维生素E软胶囊（60粒，新升级 ）,20240501G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.01.07.AA010758,汤臣倍健辅酶Q10软胶囊(90粒)彩盒装,20240501G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,200,200,0,0,0,,,0,,,
A.A.01.07.AA010756,汤臣倍健星好伴褪黑素片（牛奶味）彩盒装（90片）,20240502,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,500,500,0,0,0,,,0,,,
A.A.01.07.AA010733,汤臣倍健褪黑素片（60片）,20240501D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,17000,17000,0,0,0,,,0,,,
A.A.001.AA0010001,汤臣倍健Yep蔓越莓益生菌固体饮料（150亿）（10袋）,20231201,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.01.04.AA010413I,汤臣倍健葡萄籽维生素C加E片(90片)电商专供装,20240401D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.04.AA010453D,汤臣倍健透明质酸钠果味饮品（野樱莓味）（7袋）赠品装-22年升级版,20240304K,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,2312,2312,0,0,0,,,0,,,
A.A.01.04.AA010453D,汤臣倍健透明质酸钠果味饮品（野樱莓味）（7袋）赠品装-22年升级版,20240305K,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1688,1688,0,0,0,,,0,,,
A.A.01.02.AA010208AP,汤臣倍健牛初乳加钙咀嚼片优惠装（60片×2）-超级飞侠装,20240607D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.01.01.AA010189A,汤臣倍健B族维生素片（成人）电商专供小包装（30片）,20240502D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,12200,12200,0,0,0,,,0,,,
A.A.01.02.AA010220AQ,汤臣倍健钙维生素D维生素K软胶囊优惠装（90粒*2）专供品,20240302,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,500,500,0,0,0,,,0,,,
A.A.01.01.AA010189B,汤臣倍健B族维生素片（成人）电商专供（90片）,20240602D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,4000,4000,0,0,0,,,0,,,
A.A.01.01.AA010103F,汤臣倍健蛋白营养粉（水果味）固体饮料（600g）,20240601F,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,2442,2442,0,0,0,,,0,,,
A.A.01.05.AA010520E,汤臣倍健鱼油牛磺酸锌软胶囊-超级飞侠装（90粒）,20240303,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,492,492,0,0,0,,,0,,,
A.A.001.AA0010016B,汤臣倍健多维男士多种维生素矿物质耐力运动营养片（混合果蔬味）小包装（20片）,20240501V,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1500,1500,0,0,0,,,0,,,
A.A.01.01.AA010175G,汤臣倍健多种维生素咀嚼片(11-17岁)-超级飞侠（120片）,20240501,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.01.05.AA010508H,汤臣倍健牛初乳粉-超级飞侠装（60袋）,20240603V,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.07.AA010756G,汤臣倍健星好伴褪黑素片（牛奶味）（45片）,20231104,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.02.AA010220AC,汤臣倍健钙维生素D维生素K软胶囊（100粒)彩盒装,20240634G,逻辑仓,YY042,药业产成品（成都）不合格仓,汤臣倍健药业有限公司,3,3,0,0,0,,,0,,,
A.A.006.AA0060003A,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（280片）,20240529N,逻辑仓,BJ043,佰嘉产成品（成都）不合格仓,广东佰嘉药业有限公司,2,2,0,0,0,,,0,,,
F.A.39.FA39894,健力多纯棉运动袜（赠品）,240701-01,逻辑仓,BY045,佰悦电商珠海合格仓,广东佰悦网络科技有限公司,90,90,0,0,0,,,0,,,
A.A.01.04.AA010460,汤臣倍健Yep绯常磁感胶原蛋白肽果味饮料（树莓味）（10瓶）23年,20240612K,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,5320,5320,0,0,0,,,0,,,
A.A.01.01.AA010171C,汤臣倍健多种维生素矿物质片（孕妇乳母）（90片，盒装）,20240501D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,800,800,0,0,0,,,0,,,
A.A.01.01.AA010115B,汤臣倍健乳清蛋白固体饮料(香草味)(400g/高盖),20240401A,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,336,336,0,0,0,,,0,,,
A.A.06.01.AA060117B,汤臣倍健健力多氨糖软骨素葛根片60片彩盒装,20230101,逻辑仓,SDS031,食代说退货仓,珠海食代说食品有限公司,59,59,0,0,0,,,0,,,
A.A.01.01.AA010174L,汤臣倍健多种维生素咀嚼片（4-10岁）两片试吃装（60袋）,20240601D,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,7250,7250,0,0,0,,,0,,,
A.A.24.01.AA240102A,维满C维生素C咀嚼片（百香果味）（60片）,20231108D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,500,500,0,0,0,,,0,,,
A.A.01.01.AA010188,汤臣倍健维生素C维生素E咀嚼片（60片）,20240501D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,292,292,0,0,0,,,0,,,
A.A.01.03.AA010312,舒百宁鱼油软胶囊（40粒）,20240401G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.01.03.AA010311B,汤臣倍健大豆磷脂软胶囊120粒×2+鱼油软胶囊100粒电商优惠装,20240402,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,3,3,0,0,0,,,0,,,
A.A.01.01.AA010115B,汤臣倍健乳清蛋白固体饮料(香草味)(400g/高盖),20240401A,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1005,1005,0,0,0,,,0,,,
A.A.01.04.AA010452A,汤臣倍健胶原蛋白肽烟酰胺果味饮品（莓果味）（30ml）试吃装,20231005,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,900,900,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20240507P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,14400,14400,0,0,0,,,0,,,
A.A.023.AA0230005A,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋",20240411P,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,960,960,0,0,0,,,0,,,
A.A.24.01.AA240101,维满C维生素C含片（60片）,20231101D,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,36,36,0,0,0,,,0,,,
A.A.006.AA0060003,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（180片）,20240518N,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,75,75,0,0,0,,,0,,,
A.A.16.01.AA160115E,Life-Space益生菌固体饮料（150亿，A）（5袋，电商专供）,20240505P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,3840,3840,0,0,0,,,0,,,
A.A.06.01.AA060111,健力多氨糖硫酸软骨素加钙片（120片）,20240505D,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,50,50,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20240411N,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,1020,1020,0,0,0,,,0,,,
A.A.16.01.AA160108B,Life-Space益生菌固体饮料（120亿，B）(20袋×2盒）金装升级版,20240401P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,24,24,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20240411N,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,864,864,0,0,0,,,0,,,
A.A.06.01.AA060111L,健力多氨糖硫酸软骨素加钙片电商装（48片）,20240501P,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,960,960,0,0,0,,,0,,,
A.A.24.01.AA240102A,维满C维生素C咀嚼片（百香果味）（60片）,20240501D,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,36,36,0,0,0,,,0,,,
A.A.16.01.AA160112A,Life-Space益生菌固体饮料（320亿，A）（8袋，电商专供）,20240401P,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,960,960,0,0,0,,,0,,,
A.A.023.AA0230002A,Life-Space益生菌固体饮料（600亿，AA）（5袋）,20231901P,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,1681,1681,0,0,0,,,0,,,
A.A.06.01.AA060108W,汤臣倍健健力多钙维生素D片电商专供品（60片）,20240501V,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,1920,1920,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20240412N,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,2508,2508,0,0,0,,,0,,,
A.A.023.AA0230005A,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋",20240411P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,2150,2150,0,0,0,,,0,,,
A.A.023.AA0230005A,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋",20240501P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,1356,1356,0,0,0,,,0,,,
A.A.023.AA0230005A,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋",20240409P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,2062,2062,0,0,0,,,0,,,
A.A.06.01.AA060111B,健力多氨糖硫酸软骨素加钙片（48片）盒装,20240408D,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,720,720,0,0,0,,,0,,,
A.A.023.AA0230005A,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋",20240501P,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,288,288,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20240506N,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,1296,1296,0,0,0,,,0,,,
A.A.06.01.AA060106R,健力多牛乳钙压片糖果渠道专供品（60片）,20240601D,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,960,960,0,0,0,,,0,,,
A.A.16.01.AA160115E,Life-Space益生菌固体饮料（150亿，A）（5袋，电商专供）,20240407P,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,384,384,0,0,0,,,0,,,
A.A.023.AA0230005A,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋",20240504P,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,1440,1440,0,0,0,,,0,,,
A.A.06.01.AA060111B,健力多氨糖硫酸软骨素加钙片（48片）盒装,20240408D,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,720,720,0,0,0,,,0,,,
A.A.06.01.AA060108W,汤臣倍健健力多钙维生素D片电商专供品（60片）,20240502V,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,576,576,0,0,0,,,0,,,
A.A.06.01.AA060102Q,汤臣倍健健力多氨糖软骨素钙片180片彩盒装-A,20240604J,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,900,900,0,0,0,,,0,,,
A.A.06.01.AA060106R,健力多牛乳钙压片糖果渠道专供品（60片）,20240601D,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,2880,2880,0,0,0,,,0,,,
A.A.06.01.AA060111L,健力多氨糖硫酸软骨素加钙片电商装（48片）,20240501D,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,1910,1910,0,0,0,,,0,,,
A.A.16.01.AA160118A,Life-Space Slimu益生菌膳食纤维固体饮料（150亿）（4袋）,20240514P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,2100,2100,0,0,0,,,0,,,
A.A.16.01.AA160118A,Life-Space Slimu益生菌膳食纤维固体饮料（150亿）（4袋）,20240513P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,2240,2240,0,0,0,,,0,,,
A.A.16.01.AA160105,life.space益生菌粉（20袋）,20240501P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,96,96,0,0,0,,,0,,,
A.A.16.01.AA160112B,Life-Space益生菌固体饮料（320亿，A）（8袋电商专供赠品）,20240502P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,3648,3648,0,0,0,,,0,,,
A.A.16.01.AA160115E,Life-Space益生菌固体饮料（150亿，A）（5袋，电商专供）,20240407P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,7200,7200,0,0,0,,,0,,,
A.A.16.01.AA160115E,Life-Space益生菌固体饮料（150亿，A）（5袋，电商专供）,20240501P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,3840,3840,0,0,0,,,0,,,
A.A.16.01.AA160112A,Life-Space益生菌固体饮料（320亿，A）（8袋，电商专供）,20240502P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,6720,6720,0,0,0,,,0,,,
A.A.023.AA0230005A,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋",20240504P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,1536,1536,0,0,0,,,0,,,
A.A.023.AA0230002A,Life-Space益生菌固体饮料（600亿，AA）（5袋）,20230901P,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,6240,6240,0,0,0,,,0,,,
A.A.06.01.AA060102Q,汤臣倍健健力多氨糖软骨素钙片180片彩盒装-A,20240604J,,3.2.401,股份RDC佰悦华东共享仓,汤臣倍健股份有限公司,500,500,0,0,0,,,0,,,
A.A.01.03.AA010311B,汤臣倍健大豆磷脂软胶囊120粒×2+鱼油软胶囊100粒电商优惠装,20240402G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,420,420,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20240412N,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,2592,2592,0,0,0,,,0,,,
A.A.16.01.AA160112B,Life-Space益生菌固体饮料（320亿，A）（8袋电商专供赠品）,20240502P,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,1728,1728,0,0,0,,,0,,,
A.A.06.01.AA060102N,汤臣倍健健力多氨糖软骨素钙片100片彩盒装,20231266N,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,540,540,0,0,0,,,0,,,
A.A.16.01.AA160112A,Life-Space益生菌固体饮料（320亿，A）（8袋，电商专供）,20240502P,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,2592,2592,0,0,0,,,0,,,
A.A.16.01.AA160115E,Life-Space益生菌固体饮料（150亿，A）（5袋，电商专供）,20240602P,,3.2.402,股份RDC佰悦西南共享仓,汤臣倍健股份有限公司,13632,13632,0,0,0,,,0,,,
A.A.018.AA0180001B,天然博士DHA藻油凝胶糖果儿童型（20粒×3）礼盒装,20240603G,逻辑仓,BT45,佰腾电商珠海合格仓,广东佰腾药业有限公司,378,378,0,0,0,,,0,,,
A.A.01.07.AA010754,汤臣倍健螺旋藻硒片（120片）,20240501D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1050,1050,0,0,0,,,0,,,
A.A.01.01.AA010135,汤臣倍健富硒酵母片（60片）,20240601D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.04.AA010452,汤臣倍健胶原蛋白肽烟酰胺果味饮品（莓果味）（10瓶）,20240529,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,150,150,0,0,0,,,0,,,
A.A.01.01.AA010189A,汤臣倍健B族维生素片（成人）电商专供小包装（30片）,20240502D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,16168,16168,0,0,0,,,0,,,
A.A.01.01.AA010189B,汤臣倍健B族维生素片（成人）电商专供（90片）,20240503D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,6000,6000,0,0,0,,,0,,,
A.A.01.03.AA010301V,汤臣倍健鱼油软胶囊（100粒，电商专供赠品）,20240401G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,6383,6383,0,0,0,,,0,,,
A.A.01.04.AA010404,汤臣倍健婷好青春胶囊（60粒）,20240302D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,500,500,0,0,0,,,0,,,
A.A.01.01.AA010157J,汤臣倍健植物蛋白粉固体饮料（600g/高盖）,20240408F,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,6000,6000,0,0,0,,,0,,,
A.A.01.02.AA010220AG,汤臣倍健钙维生素D维生素K软胶囊（200粒×2）促销装-A,20240530G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,2000,2000,0,0,0,,,0,,,
A.A.01.03.AA010301T,汤臣倍健鱼油软胶囊（180粒）,20240408G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,6383,6383,0,0,0,,,0,,,
A.A.01.10.AA011009,汤臣倍健耐力类运动营养粉乳清蛋白营养强化粉(香草味)（1360g）（升级版）,20240502A,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.01.01.AA010157G,汤臣倍健植物蛋白粉固体饮料(150g/高盖/条码+本品不单独销售）,20240404A,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,6000,6000,0,0,0,,,0,,,
A.A.01.01.AA010166F,汤臣倍健多维男士多种维生素矿物质片60片×2优惠装,20240503J,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,4000,4000,0,0,0,,,0,,,
A.A.01.01.AA010151AP,汤臣倍健蛋白粉礼盒优惠装（450g+150g）,20240620C,逻辑仓,YY092,药业产成品（武汉）不合格仓,汤臣倍健药业有限公司,18,18,0,0,0,,,0,,,
A.A.01.01.AA010163C,汤臣倍健B族维生素片小包装（30片）,20240504D,逻辑仓,YY092,药业产成品（武汉）不合格仓,汤臣倍健药业有限公司,384,384,0,0,0,,,0,,,
A.A.006.AA0060003,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（180片）,20240444N,逻辑仓,BJ079,佰嘉产成品(武汉) 不合格仓,广东佰嘉药业有限公司,50,50,0,0,0,,,0,,,
A.A.09.01.AA090199,健乐多速度力量运动营养粉（乳清蛋白营养强化粉）（香草味）（2.27kg）,20240501A,,SDS017,食代说广州荣庆仓,珠海食代说食品有限公司,77,77,0,0,0,,,0,,,
A.A.01.04.AA010460,汤臣倍健Yep绯常磁感胶原蛋白肽果味饮料（树莓味）（10瓶）23年,20240611K,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,5240,5240,0,0,0,,,0,,,
A.A.006.AA0060003B,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（100片）,20240605J,逻辑仓,BJ079,佰嘉产成品(武汉) 不合格仓,广东佰嘉药业有限公司,1,1,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20240507N,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,10000,10000,0,0,0,,,0,,,
A.A.019.AA0190001,健视佳越橘叶黄素酯维生素A软胶囊 (40粒)电商装,20240502G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,3100,3100,0,0,0,,,0,,,
A.A.14.01.AA140101K,汤臣倍健健视佳越橘叶黄素酯β-胡萝卜素软胶囊（30粒，电商专供装）-A,20240501G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,4000,4000,0,0,0,,,0,,,
A.A.06.01.AA060102N,汤臣倍健健力多氨糖软骨素钙片100片彩盒装,20240103N,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,5628,5628,0,0,0,,,0,,,
A.A.21.01.AA210102B,健安适蒲公英朝鲜蓟压片糖果（60片）,20230303D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,600,600,0,0,0,,,0,,,
A.A.14.01.AA140101H,汤臣倍健健视佳越橘叶黄素酯β-胡萝卜素软胶囊（15粒，条形码+不单独销售）-A,20240601G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,2000,2000,0,0,0,,,0,,,
A.A.01.04.AA010460,汤臣倍健Yep绯常磁感胶原蛋白肽果味饮料（树莓味）（10瓶）23年,20240610K,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,5315,5315,0,0,0,,,0,,,
A.A.01.04.AA010453D,汤臣倍健透明质酸钠果味饮品（野樱莓味）（7袋）赠品装-22年升级版,20240214K,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,3000,3000,0,0,0,,,0,,,
A.A.01.02.AA010208AP,汤臣倍健牛初乳加钙咀嚼片优惠装（60片×2）-超级飞侠装,20240606C,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.01.AA010103F,汤臣倍健蛋白营养粉（水果味）固体饮料（600g）,20240301F,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,200,200,0,0,0,,,0,,,
A.A.01.03.AA010301V,汤臣倍健鱼油软胶囊（100粒，电商专供赠品）,20240301G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,884,884,0,0,0,,,0,,,
